"N"	"gene"	"beta"	"pval"	"varexp"
"gene123585"	19243	"Gm29398"	NA	NA	NA
"gene123595"	19244	"Gm29408"	NA	NA	NA
"gene123596"	19245	"Gm29409"	0.00410500993958857	0.801003857708013	0.0305613397135936
"gene123599"	19246	"Gm29412"	NA	NA	NA
"gene123600"	19247	"Gm29413"	NA	NA	NA
"gene123601"	19248	"Gm29414"	NA	NA	NA
"gene123602"	19249	"Gm29416"	NA	NA	NA
"gene123603"	19250	"Gm29417"	NA	NA	NA
"gene123604"	19251	"Gm29418"	NA	NA	NA
"gene123611"	19252	"Gm29426"	NA	NA	NA
"gene123612"	19253	"Gm29427"	0.094257599869024	0.0384472344447007	0.381603989958156
"gene123613"	19254	"Gm29428"	NA	NA	NA
"gene123615"	19255	"Gm29430"	NA	NA	NA
"gene123620"	19256	"Gm29435"	NA	NA	NA
"gene123621"	19257	"Gm29436"	NA	NA	NA
"gene123623"	19258	"Gm29438"	NA	NA	NA
"gene123625"	19259	"Gm29441"	NA	NA	NA
"gene123627"	19260	"Gm29443"	NA	NA	NA
"gene123635"	19261	"Gm29451"	-0.00120635364891981	0.804242033187566	0.031457281135721
"gene123636"	19262	"Gm29452"	NA	NA	NA
"gene123637"	19263	"Gm29453"	NA	NA	NA
"gene123638"	19264	"Gm29454"	NA	NA	NA
"gene123639"	19265	"Gm29455"	NA	NA	NA
"gene123640"	19266	"Gm29456"	NA	NA	NA
"gene123642"	19267	"Gm29458"	NA	NA	NA
"gene123644"	19268	"Gm29460"	NA	NA	NA
"gene123645"	19269	"Gm29461"	-0.0854453294713975	1	0
"gene123646"	19270	"Gm29462"	NA	NA	NA
"gene123647"	19271	"Gm29464"	NA	NA	NA
"gene123654"	19272	"Gm29472"	NA	NA	NA
"gene123657"	19273	"Gm29475"	NA	NA	NA
"gene123658"	19274	"Gm29476"	NA	NA	NA
"gene123659"	19275	"Gm29477"	NA	NA	NA
"gene123660"	19276	"Gm29478"	NA	NA	NA
"gene123661"	19277	"Gm29479"	-0.0144822592324402	1	0
"gene123662"	19278	"Gm29480"	NA	NA	NA
"gene123663"	19279	"Gm29481"	NA	NA	NA
"gene123664"	19280	"Gm29482"	NA	NA	NA
"gene123665"	19281	"Gm29483"	NA	NA	NA
"gene123667"	19282	"Gm29485"	NA	NA	NA
"gene123668"	19283	"Gm29486"	NA	NA	NA
"gene123669"	19284	"Gm29487"	NA	NA	NA
"gene123670"	19285	"Gm29488"	0.942795076031861	1	0
"gene123672"	19286	"Gm29490"	NA	NA	NA
"gene123674"	19287	"Gm29492"	NA	NA	NA
"gene123676"	19288	"Gm29496"	NA	NA	NA
"gene123680"	19289	"Gm2950"	NA	NA	NA
"gene123681"	19290	"Gm29500"	NA	NA	NA
"gene123682"	19291	"Gm29501"	NA	NA	NA
"gene123683"	19292	"Gm29502"	NA	NA	NA
"gene123687"	19293	"Gm29506"	-0.130340333091962	1	0
"gene123688"	19294	"Gm29507"	NA	NA	NA
"gene123689"	19295	"Gm29508"	NA	NA	NA
"gene123690"	19296	"Gm29509"	NA	NA	NA
"gene123693"	19297	"Gm29512"	NA	NA	NA
"gene123694"	19298	"Gm29513"	NA	NA	NA
"gene123695"	19299	"Gm29514"	NA	NA	NA
"gene123696"	19300	"Gm29515"	NA	NA	NA
"gene123697"	19301	"Gm29516"	-0.0398262128892107	1	0
"gene123698"	19302	"Gm29517"	NA	NA	NA
"gene123699"	19303	"Gm29518"	NA	NA	NA
"gene123700"	19304	"Gm29519"	NA	NA	NA
"gene123701"	19305	"Gm29520"	NA	NA	NA
"gene123702"	19306	"Gm29521"	NA	NA	NA
"gene123703"	19307	"Gm29522"	NA	NA	NA
"gene123705"	19308	"Gm29524"	NA	NA	NA
"gene123706"	19309	"Gm29525"	0.0666183924692252	1	0
"gene123707"	19310	"Gm29526"	NA	NA	NA
"gene123710"	19311	"Gm29529"	NA	NA	NA
"gene123711"	19312	"Gm29530"	NA	NA	NA
"gene123714"	19313	"Gm29533"	NA	NA	NA
"gene123715"	19314	"Gm29534"	NA	NA	NA
"gene123717"	19315	"Gm29536"	NA	NA	NA
"gene123719"	19316	"Gm29538"	NA	NA	NA
"gene123722"	19317	"Gm29541"	0.0845194173886248	0.242819153907686	0.254258526083873
"gene123724"	19318	"Gm29543"	NA	NA	NA
"gene123728"	19319	"Gm29547"	NA	NA	NA
"gene123731"	19320	"Gm29550"	NA	NA	NA
"gene123732"	19321	"Gm29551"	NA	NA	NA
"gene123733"	19322	"Gm29552"	NA	NA	NA
"gene123741"	19323	"Gm2956"	NA	NA	NA
"gene123742"	19324	"Gm29560"	NA	NA	NA
"gene123743"	19325	"Gm29561"	-0.045490606350525	0.116277175214429	0.308161282514615
"gene123744"	19326	"Gm29562"	NA	NA	NA
"gene123745"	19327	"Gm29563"	NA	NA	NA
"gene123752"	19328	"Gm29570"	NA	NA	NA
"gene123753"	19329	"Gm29571"	NA	NA	NA
"gene123756"	19330	"Gm29574"	NA	NA	NA
"gene123759"	19331	"Gm29577"	NA	NA	NA
"gene123766"	19332	"Gm29585"	NA	NA	NA
"gene123768"	19333	"Gm29587"	-0.0102201139888209	0.0101644628995952	0.686632100469729
"gene123770"	19334	"Gm2959"	NA	NA	NA
"gene123771"	19335	"Gm29590"	NA	NA	NA
"gene123773"	19336	"Gm29592"	NA	NA	NA
"gene123775"	19337	"Gm29596"	NA	NA	NA
"gene123777"	19338	"Gm29598"	NA	NA	NA
"gene123778"	19339	"Gm29599"	NA	NA	NA
"gene123780"	19340	"Gm29601"	NA	NA	NA
"gene123781"	19341	"Gm29602"	0.0224475018102824	1	0
"gene123783"	19342	"Gm29604"	NA	NA	NA
"gene123784"	19343	"Gm29605"	NA	NA	NA
"gene123787"	19344	"Gm29608"	NA	NA	NA
"gene123788"	19345	"Gm29609"	NA	NA	NA
"gene123789"	19346	"Gm2961"	NA	NA	NA
"gene123790"	19347	"Gm29610"	NA	NA	NA
"gene123791"	19348	"Gm29611"	NA	NA	NA
"gene123799"	19349	"Gm2962"	0.00362056480811005	1	0
"gene123804"	19350	"Gm29626"	NA	NA	NA
"gene123805"	19351	"Gm29627"	NA	NA	NA
"gene123807"	19352	"Gm29629"	NA	NA	NA
"gene123816"	19353	"Gm29638"	NA	NA	NA
"gene123818"	19354	"Gm29640"	NA	NA	NA
"gene123819"	19355	"Gm29641"	NA	NA	NA
"gene123820"	19356	"Gm29642"	NA	NA	NA
"gene123823"	19357	"Gm29646"	0.0123099203475742	0.999999941754042	0
"gene123826"	19358	"Gm29649"	NA	NA	NA
"gene123827"	19359	"Gm2965"	NA	NA	NA
"gene123828"	19360	"Gm29650"	NA	NA	NA
"gene123829"	19361	"Gm29651"	NA	NA	NA
"gene123833"	19362	"Gm29655"	NA	NA	NA
"gene123836"	19363	"Gm29658"	NA	NA	NA
"gene123842"	19364	"Gm29663"	NA	NA	NA
"gene123843"	19365	"Gm29664"	0.0246198406951485	1	0
"gene123844"	19366	"Gm29665"	NA	NA	NA
"gene123845"	19367	"Gm29666"	NA	NA	NA
"gene123846"	19368	"Gm29667"	NA	NA	NA
"gene123847"	19369	"Gm29668"	NA	NA	NA
"gene123848"	19370	"Gm29670"	NA	NA	NA
"gene123851"	19371	"Gm29674"	NA	NA	NA
"gene123852"	19372	"Gm29675"	NA	NA	NA
"gene123853"	19373	"Gm29676"	-0.0253420672777495	0.838522627947709	0.0288504590260851
"gene123854"	19374	"Gm29677"	NA	NA	NA
"gene123855"	19375	"Gm29678"	NA	NA	NA
"gene123856"	19376	"Gm29680"	NA	NA	NA
"gene123857"	19377	"Gm29681"	NA	NA	NA
"gene123858"	19378	"Gm29682"	NA	NA	NA
"gene123859"	19379	"Gm29683"	NA	NA	NA
"gene123860"	19380	"Gm29684"	NA	NA	NA
"gene123861"	19381	"Gm29685"	-0.0419985517740768	0.999999904884748	0
"gene123862"	19382	"Gm29686"	NA	NA	NA
"gene123863"	19383	"Gm29687"	NA	NA	NA
"gene123864"	19384	"Gm29689"	NA	NA	NA
"gene123865"	19385	"Gm29695"	NA	NA	NA
"gene123867"	19386	"Gm29697"	NA	NA	NA
"gene123868"	19387	"Gm29704"	NA	NA	NA
"gene123869"	19388	"Gm29705"	NA	NA	NA
"gene123870"	19389	"Gm29707"	0.0282404055032585	1	0
"gene123871"	19390	"Gm29708"	NA	NA	NA
"gene123872"	19391	"Gm29711"	NA	NA	NA
"gene123873"	19392	"Gm29717"	NA	NA	NA
"gene123874"	19393	"Gm29718"	NA	NA	NA
"gene123875"	19394	"Gm29719"	NA	NA	NA
"gene123876"	19395	"Gm29721"	NA	NA	NA
"gene123877"	19396	"Gm29724"	NA	NA	NA
"gene123878"	19397	"Gm29725"	-0.077319262680303	0.215763125335386	0.235309110382216
"gene123879"	19398	"Gm29730"	NA	NA	NA
"gene123881"	19399	"Gm29736"	NA	NA	NA
"gene123883"	19400	"Gm29739"	NA	NA	NA
"gene123886"	19401	"Gm29741"	NA	NA	NA
"gene123887"	19402	"Gm29742"	NA	NA	NA
"gene123888"	19403	"Gm29745"	NA	NA	NA
"gene123889"	19404	"Gm29747"	NA	NA	NA
"gene123890"	19405	"Gm29748"	0.0492396813902969	1	0
"gene123891"	19406	"Gm2975"	NA	NA	NA
"gene123892"	19407	"Gm29753"	NA	NA	NA
"gene123893"	19408	"Gm29754"	NA	NA	NA
"gene123894"	19409	"Gm29755"	NA	NA	NA
"gene123895"	19410	"Gm29759"	NA	NA	NA
"gene123896"	19411	"Gm2976"	NA	NA	NA
"gene123897"	19412	"Gm29761"	NA	NA	NA
"gene123899"	19413	"Gm29764"	-0.0374395898768075	0.611706466312317	0.0928507625122976
"gene123900"	19414	"Gm29767"	NA	NA	NA
"gene123901"	19415	"Gm29770"	NA	NA	NA
"gene123902"	19416	"Gm29771"	NA	NA	NA
"gene123903"	19417	"Gm29773"	NA	NA	NA
"gene123904"	19418	"Gm29774"	NA	NA	NA
"gene123905"	19419	"Gm29776"	NA	NA	NA
"gene123906"	19420	"Gm29778"	NA	NA	NA
"gene123907"	19421	"Gm29781"	0.0591903430867179	0.114485439882112	0.450033926460229
"gene123908"	19422	"Gm29783"	NA	NA	NA
"gene123909"	19423	"Gm29784"	NA	NA	NA
"gene123910"	19424	"Gm29785"	NA	NA	NA
"gene123911"	19425	"Gm29787"	NA	NA	NA
"gene123912"	19426	"Gm29788"	NA	NA	NA
"gene123913"	19427	"Gm2979"	NA	NA	NA
"gene123914"	19428	"Gm29791"	NA	NA	NA
"gene123915"	19429	"Gm29793"	-0.0051100569944506	0.0101644628995951	0.686632100464236
"gene123916"	19430	"Gm29794"	NA	NA	NA
"gene123917"	19431	"Gm29797"	NA	NA	NA
"gene123919"	19432	"Gm29800"	NA	NA	NA
"gene123920"	19433	"Gm29803"	NA	NA	NA
"gene123921"	19434	"Gm29805"	NA	NA	NA
"gene123922"	19435	"Gm29807"	NA	NA	NA
"gene123923"	19436	"Gm29808"	NA	NA	NA
"gene123924"	19437	"Gm29809"	0.0448950036205648	1	0
"gene123925"	19438	"Gm2981"	NA	NA	NA
"gene123926"	19439	"Gm29811"	NA	NA	NA
"gene123927"	19440	"Gm29813"	NA	NA	NA
"gene123928"	19441	"Gm29815"	NA	NA	NA
"gene123929"	19442	"Gm29817"	NA	NA	NA
"gene123931"	19443	"Gm29819"	NA	NA	NA
"gene123932"	19444	"Gm29823"	NA	NA	NA
"gene123933"	19445	"Gm29824"	-0.0376538740043446	1	0
"gene123934"	19446	"Gm29825"	NA	NA	NA
"gene123936"	19447	"Gm29844"	NA	NA	NA
"gene123937"	19448	"Gm29848"	NA	NA	NA
"gene123938"	19449	"Gm29856"	NA	NA	NA
"gene123939"	19450	"Gm2986"	NA	NA	NA
"gene123940"	19451	"Gm29860"	NA	NA	NA
"gene123941"	19452	"Gm29863"	NA	NA	NA
"gene123942"	19453	"Gm29865"	-0.00800138140814288	0.994295489810969	0.000961816798895721
"gene123943"	19454	"Gm29866"	NA	NA	NA
"gene123944"	19455	"Gm2987"	NA	NA	NA
"gene123945"	19456	"Gm29880"	NA	NA	NA
"gene123947"	19457	"Gm29895"	NA	NA	NA
"gene123948"	19458	"Gm2990"	NA	NA	NA
"gene123949"	19459	"Gm29904"	NA	NA	NA
"gene123950"	19460	"Gm29909"	NA	NA	NA
"gene123951"	19461	"Gm2991"	-0.0287570819031157	0.116750734105346	0.300476189169627
"gene123952"	19462	"Gm29918"	NA	NA	NA
"gene123953"	19463	"Gm29920"	NA	NA	NA
"gene123955"	19464	"Gm29927"	NA	NA	NA
"gene123956"	19465	"Gm29946"	NA	NA	NA
"gene123957"	19466	"Gm29950"	NA	NA	NA
"gene123958"	19467	"Gm2996"	NA	NA	NA
"gene123959"	19468	"Gm29961"	NA	NA	NA
"gene123960"	19469	"Gm29966"	-0.330936770526431	0.496232378007878	0.141782726986363
"gene123961"	19470	"Gm29968"	NA	NA	NA
"gene123962"	19471	"Gm29977"	NA	NA	NA
"gene123963"	19472	"Gm2999"	NA	NA	NA
"gene123964"	19473	"Gm29992"	NA	NA	NA
"gene123965"	19474	"Gm29994"	NA	NA	NA
"gene123966"	19475	"Gm29999"	NA	NA	NA
"gene123967"	19476	"Gm2a"	NA	NA	NA
"gene123968"	19477	"Gm30003"	-0.0260343790366957	0.816178265687272	0.0295969049156764
"gene123969"	19478	"Gm30008"	NA	NA	NA
"gene123970"	19479	"Gm30015"	NA	NA	NA
"gene123971"	19480	"Gm30018"	NA	NA	NA
"gene123973"	19481	"Gm30023"	NA	NA	NA
"gene123974"	19482	"Gm30025"	NA	NA	NA
"gene123975"	19483	"Gm30034"	NA	NA	NA
"gene123976"	19484	"Gm30042"	NA	NA	NA
"gene123977"	19485	"Gm30043"	0.0779333535432176	0.571501768827581	0.0780166729818687
"gene123980"	19486	"Gm30052"	NA	NA	NA
"gene123981"	19487	"Gm30054"	NA	NA	NA
"gene123982"	19488	"Gm30055"	NA	NA	NA
"gene123983"	19489	"Gm30074"	NA	NA	NA
"gene123984"	19490	"Gm30075"	NA	NA	NA
"gene123986"	19491	"Gm30082"	NA	NA	NA
"gene123987"	19492	"Gm30083"	NA	NA	NA
"gene123988"	19493	"Gm30085"	0.0103121592426016	0.701918152498068	0.0509525075906099
"gene123989"	19494	"Gm30091"	NA	NA	NA
"gene123990"	19495	"Gm30093"	NA	NA	NA
"gene123991"	19496	"Gm30094"	NA	NA	NA
"gene123992"	19497	"Gm30097"	NA	NA	NA
"gene123993"	19498	"Gm3010"	NA	NA	NA
"gene123994"	19499	"Gm30108"	NA	NA	NA
"gene123996"	19500	"Gm30117"	NA	NA	NA
"gene123998"	19501	"Gm30122"	-0.35264301230992	1	0
"gene123999"	19502	"Gm30124"	NA	NA	NA
"gene124000"	19503	"Gm30127"	NA	NA	NA
"gene124001"	19504	"Gm30132"	NA	NA	NA
"gene124002"	19505	"Gm30146"	NA	NA	NA
"gene124003"	19506	"Gm3015"	NA	NA	NA
"gene124004"	19507	"Gm30155"	NA	NA	NA
"gene124005"	19508	"Gm30159"	NA	NA	NA
"gene124006"	19509	"Gm30162"	0.152787834902245	1	0
"gene124007"	19510	"Gm30165"	NA	NA	NA
"gene124009"	19511	"Gm30172"	NA	NA	NA
"gene124010"	19512	"Gm30173"	NA	NA	NA
"gene124014"	19513	"Gm30190"	NA	NA	NA
"gene124015"	19514	"Gm30191"	NA	NA	NA
"gene124016"	19515	"Gm30192"	NA	NA	NA
"gene124018"	19516	"Gm30198"	NA	NA	NA
"gene124020"	19517	"Gm30211"	-0.0209992758870384	1	3.7956589501477e-23
"gene124021"	19518	"Gm30214"	NA	NA	NA
"gene124022"	19519	"Gm30228"	NA	NA	NA
"gene124023"	19520	"Gm30232"	NA	NA	NA
"gene124024"	19521	"Gm30238"	NA	NA	NA
"gene124025"	19522	"Gm30239"	NA	NA	NA
"gene124026"	19523	"Gm30246"	NA	NA	NA
"gene124028"	19524	"Gm30251"	NA	NA	NA
"gene124029"	19525	"Gm30262"	0.0108616944243302	1	0
"gene124030"	19526	"Gm3027"	NA	NA	NA
"gene124031"	19527	"Gm30270"	NA	NA	NA
"gene124032"	19528	"Gm30275"	NA	NA	NA
"gene124033"	19529	"Gm3028"	NA	NA	NA
"gene124036"	19530	"Gm30288"	NA	NA	NA
"gene124038"	19531	"Gm30292"	NA	NA	NA
"gene124040"	19532	"Gm30301"	NA	NA	NA
"gene124041"	19533	"Gm30302"	-0.01429060307378	0.400430230260245	0.160140509115781
"gene124043"	19534	"Gm30313"	NA	NA	NA
"gene124044"	19535	"Gm30329"	NA	NA	NA
"gene124046"	19536	"Gm30332"	NA	NA	NA
"gene124047"	19537	"Gm30339"	NA	NA	NA
"gene124048"	19538	"Gm30340"	NA	NA	NA
"gene124049"	19539	"Gm30341"	NA	NA	NA
"gene124050"	19540	"Gm30346"	NA	NA	NA
"gene124052"	19541	"Gm30363"	0.238589770447872	0.793976467338543	0.0364179567874405
"gene124053"	19542	"Gm30371"	NA	NA	NA
"gene124054"	19543	"Gm30373"	NA	NA	NA
"gene124055"	19544	"Gm30381"	NA	NA	NA
"gene124056"	19545	"Gm30382"	NA	NA	NA
"gene124057"	19546	"Gm30400"	NA	NA	NA
"gene124058"	19547	"Gm30409"	NA	NA	NA
"gene124059"	19548	"Gm30411"	NA	NA	NA
"gene124060"	19549	"Gm30414"	0.113172396193224	0.0626721764940268	0.266397803590913
"gene124061"	19550	"Gm30420"	NA	NA	NA
"gene124063"	19551	"Gm30437"	NA	NA	NA
"gene124064"	19552	"Gm3045"	NA	NA	NA
"gene124065"	19553	"Gm30454"	NA	NA	NA
"gene124066"	19554	"Gm30459"	NA	NA	NA
"gene124067"	19555	"Gm30467"	NA	NA	NA
"gene124068"	19556	"Gm3047"	NA	NA	NA
"gene124070"	19557	"Gm30489"	-0.0456191165821868	1	0
"gene124071"	19558	"Gm30498"	NA	NA	NA
"gene124072"	19559	"Gm30504"	NA	NA	NA
"gene124073"	19560	"Gm30505"	NA	NA	NA
"gene124074"	19561	"Gm30517"	NA	NA	NA
"gene124075"	19562	"Gm3052"	NA	NA	NA
"gene124076"	19563	"Gm30524"	NA	NA	NA
"gene124077"	19564	"Gm3053"	NA	NA	NA
"gene124078"	19565	"Gm30531"	-0.538740043446778	0.999999865486721	0
"gene124079"	19566	"Gm30534"	NA	NA	NA
"gene124080"	19567	"Gm3054"	NA	NA	NA
"gene124081"	19568	"Gm30541"	NA	NA	NA
"gene124082"	19569	"Gm3055"	NA	NA	NA
"gene124083"	19570	"Gm30551"	NA	NA	NA
"gene124084"	19571	"Gm30556"	NA	NA	NA
"gene124086"	19572	"Gm30563"	NA	NA	NA
"gene124087"	19573	"Gm30564"	0.115858073859522	0.999999904884748	0
"gene124088"	19574	"Gm30567"	NA	NA	NA
"gene124089"	19575	"Gm30570"	NA	NA	NA
"gene124090"	19576	"Gm30571"	NA	NA	NA
"gene124091"	19577	"Gm30584"	NA	NA	NA
"gene124092"	19578	"Gm30593"	NA	NA	NA
"gene124094"	19579	"Gm30600"	NA	NA	NA
"gene124095"	19580	"Gm30606"	NA	NA	NA
"gene124097"	19581	"Gm30619"	0.0503941912934772	0.905419879432174	0.0166098997001091
"gene124098"	19582	"Gm30624"	NA	NA	NA
"gene124100"	19583	"Gm30641"	NA	NA	NA
"gene124101"	19584	"Gm30645"	NA	NA	NA
"gene124102"	19585	"Gm30646"	NA	NA	NA
"gene124103"	19586	"Gm30648"	NA	NA	NA
"gene124104"	19587	"Gm30652"	NA	NA	NA
"gene124105"	19588	"Gm30655"	NA	NA	NA
"gene124106"	19589	"Gm30667"	-0.0412744388124548	1	0
"gene124107"	19590	"Gm30671"	NA	NA	NA
"gene124108"	19591	"Gm30674"	NA	NA	NA
"gene124109"	19592	"Gm30676"	NA	NA	NA
"gene124110"	19593	"Gm30684"	NA	NA	NA
"gene124112"	19594	"Gm30691"	NA	NA	NA
"gene124113"	19595	"Gm30692"	NA	NA	NA
"gene124114"	19596	"Gm30694"	NA	NA	NA
"gene124115"	19597	"Gm30695"	-0.00267358030525686	0.591174797589545	0.0758582511619301
"gene124116"	19598	"Gm30698"	NA	NA	NA
"gene124118"	19599	"Gm30708"	NA	NA	NA
"gene124119"	19600	"Gm30709"	NA	NA	NA
"gene124121"	19601	"Gm3072"	NA	NA	NA
"gene124122"	19602	"Gm30725"	NA	NA	NA
"gene124123"	19603	"Gm30726"	NA	NA	NA
"gene124124"	19604	"Gm30731"	NA	NA	NA
"gene124125"	19605	"Gm30735"	-0.0514120202751629	1	0
"gene124127"	19606	"Gm30738"	NA	NA	NA
"gene124128"	19607	"Gm30747"	NA	NA	NA
"gene124129"	19608	"Gm3076"	NA	NA	NA
"gene124130"	19609	"Gm3077"	NA	NA	NA
"gene124131"	19610	"Gm30771"	NA	NA	NA
"gene124132"	19611	"Gm30781"	NA	NA	NA
"gene124133"	19612	"Gm30784"	NA	NA	NA
"gene124134"	19613	"Gm30790"	-0.0477914554670529	1	0
"gene124135"	19614	"Gm30794"	NA	NA	NA
"gene124136"	19615	"Gm30806"	NA	NA	NA
"gene124137"	19616	"Gm30808"	NA	NA	NA
"gene124138"	19617	"Gm3081"	NA	NA	NA
"gene124139"	19618	"Gm30835"	NA	NA	NA
"gene124140"	19619	"Gm30839"	NA	NA	NA
"gene124142"	19620	"Gm30849"	NA	NA	NA
"gene124143"	19621	"Gm30853"	0.0166545981173063	1	0
"gene124145"	19622	"Gm3086"	NA	NA	NA
"gene124146"	19623	"Gm30873"	NA	NA	NA
"gene124147"	19624	"Gm30881"	NA	NA	NA
"gene124148"	19625	"Gm30889"	NA	NA	NA
"gene124150"	19626	"Gm30893"	NA	NA	NA
"gene124151"	19627	"Gm30906"	NA	NA	NA
"gene124153"	19628	"Gm30928"	NA	NA	NA
"gene124154"	19629	"Gm30929"	0.0637219406227372	1	0
"gene124155"	19630	"Gm30931"	NA	NA	NA
"gene124156"	19631	"Gm30932"	NA	NA	NA
"gene124157"	19632	"Gm30933"	NA	NA	NA
"gene124158"	19633	"Gm30934"	NA	NA	NA
"gene124159"	19634	"Gm30938"	NA	NA	NA
"gene124160"	19635	"Gm30946"	NA	NA	NA
"gene124161"	19636	"Gm30948"	NA	NA	NA
"gene124162"	19637	"Gm3095"	-0.0181028240405503	1	0
"gene124163"	19638	"Gm30954"	NA	NA	NA
"gene124164"	19639	"Gm3096"	NA	NA	NA
"gene124165"	19640	"Gm30961"	NA	NA	NA
"gene124166"	19641	"Gm30970"	NA	NA	NA
"gene124167"	19642	"Gm30978"	NA	NA	NA
"gene124168"	19643	"Gm30984"	NA	NA	NA
"gene124169"	19644	"Gm3099"	NA	NA	NA
"gene124170"	19645	"Gm31013"	0.0963070238957277	0.999999904884748	0
"gene124171"	19646	"Gm31019"	NA	NA	NA
"gene124172"	19647	"Gm3102"	NA	NA	NA
"gene124173"	19648	"Gm31024"	NA	NA	NA
"gene124174"	19649	"Gm31025"	NA	NA	NA
"gene124175"	19650	"Gm31026"	NA	NA	NA
"gene124176"	19651	"Gm3103"	NA	NA	NA
"gene124177"	19652	"Gm31036"	NA	NA	NA
"gene124178"	19653	"Gm3104"	-0.0467994873460243	0.611706466312317	0.0928507625105925
"gene124179"	19654	"Gm31045"	NA	NA	NA
"gene124180"	19655	"Gm31048"	NA	NA	NA
"gene124181"	19656	"Gm31049"	NA	NA	NA
"gene124182"	19657	"Gm3106"	NA	NA	NA
"gene124183"	19658	"Gm31063"	NA	NA	NA
"gene124184"	19659	"Gm31070"	NA	NA	NA
"gene124185"	19660	"Gm31072"	NA	NA	NA
"gene124186"	19661	"Gm31084"	0.0898667192056849	0.3856856386646	0.117350118926809
"gene124187"	19662	"Gm31086"	NA	NA	NA
"gene124191"	19663	"Gm31107"	NA	NA	NA
"gene124192"	19664	"Gm31108"	NA	NA	NA
"gene124194"	19665	"Gm31121"	NA	NA	NA
"gene124196"	19666	"Gm31126"	NA	NA	NA
"gene124197"	19667	"Gm31135"	NA	NA	NA
"gene124198"	19668	"Gm31138"	NA	NA	NA
"gene124200"	19669	"Gm3115"	-0.0204636577488174	0.538726922028426	0.0958367094042226
"gene124201"	19670	"Gm31152"	NA	NA	NA
"gene124202"	19671	"Gm3116"	NA	NA	NA
"gene124203"	19672	"Gm31166"	NA	NA	NA
"gene124204"	19673	"Gm31172"	NA	NA	NA
"gene124205"	19674	"Gm31181"	NA	NA	NA
"gene124206"	19675	"Gm31182"	NA	NA	NA
"gene124208"	19676	"Gm31191"	NA	NA	NA
"gene124209"	19677	"Gm31205"	-0.0204640140185231	0.96278689513291	0.00689795711726703
"gene124210"	19678	"Gm3121"	NA	NA	NA
"gene124212"	19679	"Gm31218"	NA	NA	NA
"gene124213"	19680	"Gm31219"	NA	NA	NA
"gene124214"	19681	"Gm31224"	NA	NA	NA
"gene124215"	19682	"Gm31227"	NA	NA	NA
"gene124216"	19683	"Gm3123"	NA	NA	NA
"gene124217"	19684	"Gm31230"	NA	NA	NA
"gene124218"	19685	"Gm31243"	0.182927851359226	0.503331379120928	0.0916635102752303
"gene124219"	19686	"Gm31251"	NA	NA	NA
"gene124220"	19687	"Gm31256"	NA	NA	NA
"gene124221"	19688	"Gm31258"	NA	NA	NA
"gene124222"	19689	"Gm3126"	NA	NA	NA
"gene124224"	19690	"Gm31265"	NA	NA	NA
"gene124225"	19691	"Gm31266"	NA	NA	NA
"gene124226"	19692	"Gm31267"	NA	NA	NA
"gene124227"	19693	"Gm3127"	-0.0137581462708182	1	0
"gene124228"	19694	"Gm31274"	NA	NA	NA
"gene124229"	19695	"Gm31282"	NA	NA	NA
"gene124230"	19696	"Gm31294"	NA	NA	NA
"gene124231"	19697	"Gm31300"	NA	NA	NA
"gene124232"	19698	"Gm31305"	NA	NA	NA
"gene124233"	19699	"Gm31306"	NA	NA	NA
"gene124234"	19700	"Gm3131"	NA	NA	NA
"gene124235"	19701	"Gm31314"	-0.0123152062824936	0.211072764757835	0.208194509753008
"gene124236"	19702	"Gm31323"	NA	NA	NA
"gene124237"	19703	"Gm31326"	NA	NA	NA
"gene124238"	19704	"Gm31328"	NA	NA	NA
"gene124239"	19705	"Gm31333"	NA	NA	NA
"gene124241"	19706	"Gm31342"	NA	NA	NA
"gene124242"	19707	"Gm31343"	NA	NA	NA
"gene124243"	19708	"Gm31356"	NA	NA	NA
"gene124244"	19709	"Gm31363"	-0.043904088837918	0.00724918096370991	0.493230319844911
"gene124245"	19710	"Gm31369"	NA	NA	NA
"gene124246"	19711	"Gm3137"	NA	NA	NA
"gene124247"	19712	"Gm31371"	NA	NA	NA
"gene124248"	19713	"Gm31373"	NA	NA	NA
"gene124249"	19714	"Gm31374"	NA	NA	NA
"gene124250"	19715	"Gm31378"	NA	NA	NA
"gene124251"	19716	"Gm3138"	NA	NA	NA
"gene124253"	19717	"Gm31392"	0.0818247646632875	1	0
"gene124254"	19718	"Gm31393"	NA	NA	NA
"gene124256"	19719	"Gm31401"	NA	NA	NA
"gene124257"	19720	"Gm31406"	NA	NA	NA
"gene124258"	19721	"Gm31408"	NA	NA	NA
"gene124259"	19722	"Gm31409"	NA	NA	NA
"gene124260"	19723	"Gm3141"	NA	NA	NA
"gene124261"	19724	"Gm31410"	NA	NA	NA
"gene124262"	19725	"Gm31415"	-0.0130340333091962	1	0
"gene124263"	19726	"Gm3142"	NA	NA	NA
"gene124265"	19727	"Gm3143"	NA	NA	NA
"gene124266"	19728	"Gm31432"	NA	NA	NA
"gene124267"	19729	"Gm31447"	NA	NA	NA
"gene124268"	19730	"Gm3145"	NA	NA	NA
"gene124270"	19731	"Gm31452"	NA	NA	NA
"gene124271"	19732	"Gm31456"	NA	NA	NA
"gene124272"	19733	"Gm31458"	0.110065170166546	1	0
"gene124273"	19734	"Gm31462"	NA	NA	NA
